"student_id","semester","gpa","sleep_hours","study_hours","exercise_days","caffeine_mg","supervisor_meetings","wellbeing"
"S0582",1,2.96,7,14,0,160,3,72
"S0582",2,3.5,6.9,22,4,120,4,79
"S0582",3,3.17,6.9,25,3,110,3,73
"S0582",4,3.42,6.8,16,3,105,3,80
"S0583",1,2.85,7.3,24,0,160,0,60
"S0583",2,2.68,6.8,22,1,170,1,54
"S0583",3,2.61,7.7,23,1,165,3,59
"S0583",4,2.76,7.3,20,2,195,5,49
"S0584",1,2.92,5.7,53,2,120,3,60
"S0584",2,3.33,6.2,61,0,165,6,67
"S0584",3,3.03,6,52,1,190,7,72
"S0584",4,3.44,5.9,51,2,105,4,56
"S0585",1,3.2,7.6,18,3,100,6,72
"S0585",2,3.59,7.2,22,5,95,6,81
"S0585",3,3.44,8.2,25,1,95,3,87
"S0585",4,3.16,7.8,21,6,140,4,76
"S0586",1,2.89,6.8,5,0,100,8,52
"S0586",2,2.5,6.3,3,1,100,6,51
"S0586",3,2.55,7,2,2,70,7,54
"S0586",4,2.67,6.7,3,3,100,3,61
"S0587",1,3.26,6.7,51,1,145,6,56
"S0587",2,3.19,6.7,49,1,225,6,62
"S0587",3,2.98,6.4,51,1,175,6,60
"S0587",4,3.04,6.2,54,4,275,5,51
"S0588",1,3.11,6.7,25,2,150,4,47
"S0588",2,3.31,7.2,14,2,170,4,60
"S0588",3,3.04,6.5,18,4,130,10,59
"S0588",4,3.4,7.4,15,0,120,7,67
"S0589",1,3.22,6.9,29,5,190,4,64
"S0589",2,3.14,6.9,18,7,225,4,71
"S0589",3,3.13,7.3,24,7,135,3,60
"S0589",4,3.28,6.9,20,5,240,6,65
"S0590",1,3.06,4.6,33,2,505,12,42
"S0590",2,2.82,3.9,28,1,415,8,60
"S0590",3,3.2,5,33,0,365,10,41
"S0590",4,2.7,4.4,39,0,495,2,49
"S0591",1,3.26,5.6,36,1,65,2,60
"S0591",2,3.3,5.3,40,0,90,2,68
"S0591",3,3.23,5.2,39,4,60,6,67
"S0591",4,3.05,4.5,34,0,60,4,62
"S0592",1,3.34,7.4,13,4,105,5,52
"S0592",2,3.09,7.1,25,2,210,7,57
"S0592",3,3.45,7.7,18,3,125,7,46
"S0592",4,3.32,8.1,19,6,135,3,50
"S0593",1,3.44,8.1,24,6,85,1,62
"S0593",2,3.49,7.6,20,4,65,3,64
"S0593",3,3.43,7.9,21,7,145,4,64
"S0593",4,3.49,7.5,26,3,75,5,61
"S0594",1,3.56,6.7,21,3,175,9,74
"S0594",2,3.47,6.5,22,4,120,7,84
"S0594",3,3.21,6.1,16,4,190,11,85
"S0594",4,3.62,6.7,28,2,190,7,83
"S0595",1,2.86,6.9,11,3,110,5,62
"S0595",2,2.87,6.3,5,1,130,7,68
"S0595",3,2.68,6.1,12,2,105,9,64
"S0595",4,3.05,7.3,13,4,125,0,80
"S0596",1,3.2,7.2,32,4,120,4,77
"S0596",2,3.08,7,31,1,110,4,55
"S0596",3,3.19,6.9,33,1,95,0,53
"S0596",4,3.21,7.2,24,2,95,2,59
"S0597",1,2.99,5.6,45,3,210,4,57
"S0597",2,3.25,5.3,50,2,195,5,58
"S0598",1,3.41,7.1,17,4,60,8,57
"S0598",2,3.33,7.2,20,1,75,12,74
"S0598",3,2.97,7,21,1,85,9,62
"S0598",4,3.39,6.8,29,3,80,6,64
"S0599",1,2.62,3.6,50,0,610,2,47
"S0599",2,2.53,4.4,38,2,470,3,53
"S0599",3,2.87,5.4,44,2,365,3,54
"S0599",4,2.86,5,39,5,375,1,48
"S0600",1,3.16,5.7,45,0,295,2,56
"S0600",2,3,4.9,42,1,315,5,52
"S0600",3,3.1,5.6,40,1,175,4,64
"S0600",4,3.23,5.9,44,0,295,1,67
